,0
927,0.9831677
928,0.9464261
929,0.7813762
930,0.9602021
931,0.9871989
932,0.8278687
933,0.9526847
934,0.9924952
935,0.964592
936,0.9987656
937,0.99041724
938,0.99821067
939,0.99198335
940,0.9985033
941,0.69575024
942,0.59203976
943,0.19171861
944,0.99787545
945,0.99773175
946,0.97228754
947,0.9620806
948,0.023477433
949,0.9975107
950,0.935162
951,0.6775906
952,0.9995073
953,0.9698626
954,0.99872416
955,0.9632797
956,0.97624207
957,0.629341
958,0.5497077
959,0.96462685
960,0.99800116
961,0.77822566
962,0.9825915
963,0.95665115
964,0.9736477
965,0.9980482
966,0.9880569
967,0.6313211
968,0.9984207
969,0.085332856
970,0.94256467
971,0.27611387
972,0.50892675
973,0.9907335
974,0.9969085
975,0.8755456
976,0.9941434
977,0.9636686
978,0.78094697
979,0.974663
980,0.9555312
981,0.9727533
982,0.9757631
983,0.53606486
984,0.8993443
985,0.89559937
986,0.50572145
987,0.7087331
988,0.9832669
989,0.98915595
990,0.9121488
991,0.97222036
992,0.97554624
993,0.99902654
994,0.99985695
995,0.99461293
996,0.9905173
997,0.9840559
998,0.956909
999,0.92987543
1000,0.9573558
1001,0.9616849
1002,0.90078163
1003,0.6880132
1004,0.96054417
1005,0.97179866
1006,0.99422556
1007,0.98544115
1008,0.23162298
1009,0.91299576
1010,0.93775684
1011,0.99350184
1012,0.99979
1013,0.99849176
1014,0.39230025
1015,0.976929
1016,0.99842083
1017,0.84764093
1018,0.9906185
1019,0.99466187
1020,0.9979843
1021,0.99036866
1022,0.8779372
1023,0.83470297
1024,0.99147755
1025,0.99369955
1026,0.68313986
1027,0.9142464
1028,0.7131528
1029,0.11816355
1030,0.9358512
1031,0.2237941
1032,0.6789633
1033,0.81101656
1034,0.6921713
1035,0.31644934
1036,0.996639
1037,0.9948597
1038,0.97757465
1039,0.8648432
1040,0.99616015
1041,0.86126524
1042,0.9549051
1043,0.9045353
1044,0.9729884
1045,0.53330433
1046,0.9835345
1047,0.99673814
1048,0.9099955
1049,0.85507184
1050,0.629912
1051,0.4116943
1052,0.15184362
1053,0.9820654
1054,0.55319047
1055,0.95093495
1056,0.9804986
1057,0.9809826
1058,0.99168944
1059,0.9920259
1060,0.9292585
1061,0.8285245
1062,0.9695962
1063,0.9846618
1064,0.9187397
1065,0.9563195
1066,0.9575938
1067,0.9989794
1068,0.99851924
1069,0.9941596
1070,0.7059991
1071,0.9929894
1072,0.24481833
1073,0.9911389
1074,0.350562
1075,0.99275947
1076,0.7569391
1077,0.97939277
1078,0.9973538
1079,0.99485457
1080,0.98278713
1081,0.98148316
1082,0.5598768
1083,0.9935167
1084,0.8740674
1085,0.9909752
1086,0.97133833
1087,0.8933297
1088,0.7211444
1089,0.96326625
1090,0.728476
1091,0.99905664
1092,0.9984047
1093,0.974355
1094,0.9997534
1095,0.98923755
1096,0.99356985
1097,0.9613339
1098,0.9455251
1099,0.7972017
1100,0.9547982
1101,0.9571723
1102,0.85689116
1103,0.7490185
1104,0.946084
1105,0.75895566
1106,0.6047691
1107,0.8004075
1108,0.5077355
1109,0.27997208
1110,0.7881172
1111,0.102292575
1112,0.99338704
1113,0.84254414
1114,0.9967001
1115,0.98720795
1116,0.99888164
1117,0.4021948
1118,0.88461846
1119,0.97885895
1120,0.99497366
1121,0.95631903
1122,0.66249007
1123,0.97712976
1124,0.8718439
1125,0.9985696
1126,0.6978553
1127,0.99410444
1128,0.96742725
1129,0.91047394
1130,0.99925154
1131,0.9994722
1132,0.94233483
1133,0.7822621
1134,0.97708195
1135,0.78303313
1136,0.998659
1137,0.66893435
1138,0.9981487
1139,0.9926031
1140,0.6565532
1141,0.7393245
1142,0.96559507
1143,0.91120243
1144,0.7996939
1145,0.9721816
1146,0.83775747
1147,0.92690825
1148,0.96903145
1149,0.99395376
1150,0.98648006
1151,0.85971576
1152,0.9998652
1153,0.9973079
1154,0.95562476
1155,0.96028686
1156,0.997405
1157,0.083404884
1158,0.98150694
1159,0.99217576
1160,0.61768293
1161,0.7649137
1162,0.9872016
1163,0.99749064
1164,0.86143446
1165,0.87519604
1166,0.9975575
1167,0.98274404
1168,0.94696647
1169,0.80625504
1170,0.9942913
1171,0.96331924
1172,0.9983802
1173,0.9594731
1174,0.9774026
1175,0.97204465
1176,0.9986143
1177,0.98584056
1178,0.7916389
1179,0.93412036
1180,0.85847104
1181,0.45380387
1182,0.59662336
1183,0.54796886
1184,0.8230985
1185,0.9884725
1186,0.6154251
1187,0.93756217
1188,0.9504468
1189,0.60702455
1190,0.8827236
1191,0.7823273
1192,0.9314599
1193,0.8105078
1194,0.9844305
1195,0.25133443
1196,0.9207212
1197,0.78859514
1198,0.9076478
1199,0.9937211
1200,0.94938624
1201,0.8443815
1202,0.8716332
1203,0.98981744
1204,0.959654
1205,0.6594302
1206,0.59174526
1207,0.983533
1208,0.9830859
1209,0.9099344
1210,0.9726561
1211,0.8891148
1212,0.97203225
1213,0.95349437
1214,0.9987872
1215,0.9704094
1216,0.7280123
1217,0.7396436
1218,0.90962195
1219,0.95832396
1220,0.9470094
1221,0.99001956
1222,0.91448766
1223,0.9931251
1224,0.93025374
1225,0.9986387
1226,0.7646284
1227,0.99945337
1228,0.9977264
1229,0.9498359
1230,0.91465557
1231,0.95220286
1232,0.9997547
1233,0.26018235
1234,0.97660875
1235,0.19687323
1236,0.9857342
1237,0.9996369
1238,0.9961777
1239,0.98719156
1240,0.9747912
1241,0.9161556
1242,0.84690034
1243,0.78049767
1244,0.9850804
1245,0.74743986
1246,0.58051115
1247,0.5420692
1248,0.9720329
1249,0.97665125
1250,0.8841251
1251,0.97318447
1252,0.7339532
1253,0.9846628
1254,0.9763557
1255,0.71826774
1256,0.13071449
1257,0.72584116
1258,0.13544992
1259,0.68017256
1260,0.560784
1261,0.28540733
1262,0.36642548
1263,0.6845356
1264,0.18112133
1265,0.5270112
1266,0.44078717
1267,0.78253955
1268,0.62767494
1269,0.9852166
1270,0.549378
1271,0.1426265
1272,0.97804046
1273,0.981454
1274,0.97139955
1275,0.24341097
1276,0.41537297
1277,0.8841578
1278,0.6963351
1279,0.29053462
1280,0.96574545
1281,0.9099874
1282,0.8726583
1283,0.66883826
1284,0.539023
1285,0.63768
1286,0.42750397
1287,0.93983847
1288,0.8693274
1289,0.11480532
1290,0.6761181
1291,0.97671473
1292,0.59869623
1293,0.69739383
1294,0.7749413
1295,0.98000365
1296,0.6905622
1297,0.5875014
1298,0.67878246
1299,0.09028803
1300,0.14989309
1301,0.18956152
1302,0.30322567
1303,0.15472378
1304,0.45752084
1305,0.54457015
1306,0.9142792
1307,0.14371543
1308,0.64057726
1309,0.6616994
1310,0.2713215
1311,0.520892
1312,0.28141877
1313,0.51689446
1314,0.799799
1315,0.3465773
1316,0.7109878
1317,0.67129207
1318,0.44305667
1319,0.8113553
1320,0.9032506
1321,0.46369347
1322,0.38202128
1323,0.5050286
1324,0.9771602
1325,0.9218824
1326,0.87434995
1327,0.813906
1328,0.7734019
1329,0.6758663
1330,0.96724975
1331,0.44588616
1332,0.38931298
1333,0.56991655
1334,0.30012634
1335,0.87238616
1336,0.9760291
1337,0.79426104
1338,0.9806449
1339,0.19144723
1340,0.6857104
1341,0.7854309
1342,0.21301475
1343,0.2541295
1344,0.15833844
1345,0.477963
1346,0.27646345
1347,0.8306538
1348,0.46048513
1349,0.6799442
1350,0.5184782
1351,0.6707827
1352,0.83731484
1353,0.76031256
1354,0.57700235
1355,0.87364554
1356,0.7799602
1357,0.51439565
1358,0.9540738
1359,0.20425999
1360,0.8874071
1361,0.8256258
1362,0.72759265
1363,0.49647778
1364,0.60925996
1365,0.6713
1366,0.14841641
1367,0.8240209
1368,0.3225954
1369,0.6978225
1370,0.8928707
1371,0.2798611
1372,0.7333781
1373,0.44006357
1374,0.47546875
1375,0.55694956
1376,0.66984826
1377,0.17223643
1378,0.80756086
1379,0.44386405
1380,0.2887376
1381,0.43317774
1382,0.48779428
1383,0.5205974
1384,0.5499629
1385,0.6477935
1386,0.46086562
1387,0.73982555
1388,0.15805371
1389,0.24903357
1390,0.96343154
1391,0.91198474
1392,0.5435195
1393,0.37727436
1394,0.70012724
1395,0.1640799
1396,0.6680749
1397,0.14480692
1398,0.15173994
1399,0.3486184
1400,0.5817404
1401,0.84864515
1402,0.3579182
1403,0.8196063
1404,0.8899358
1405,0.86996454
1406,0.45177618
1407,0.4568289
1408,0.78224695
1409,0.90008694
1410,0.84082836
1411,0.8350098
1412,0.44997284
1413,0.78884
1414,0.45214656
1415,0.7731672
1416,0.7760289
1417,0.76425856
1418,0.9862347
1419,0.8365391
1420,0.9071838
1421,0.94319296
1422,0.9039274
1423,0.9227218
1424,0.8509335
1425,0.2451519
1426,0.7080703
1427,0.21732447
1428,0.649432
1429,0.7151896
1430,0.44112659
1431,0.9644136
1432,0.8029392
1433,0.8870162
1434,0.5455869
1435,0.83385277
1436,0.7321336
1437,0.6764392
1438,0.5666724
1439,0.9609138
1440,0.97722876
1441,0.81225467
1442,0.97509766
1443,0.8717409
1444,0.72582835
1445,0.6558014
1446,0.9924144
1447,0.81606054
1448,0.6997706
1449,0.82236195
1450,0.57979405
1451,0.6047782
1452,0.7392323
1453,0.89420664
1454,0.64828056
1455,0.9300682
1456,0.4832907
1457,0.6945579
1458,0.34904888
1459,0.718507
1460,0.9462871
1461,0.4801271
1462,0.7550958
1463,0.9049372
1464,0.86432415
1465,0.72255754
1466,0.8247311
1467,0.61491424
1468,0.5050416
1469,0.6868896
1470,0.6158649
1471,0.24996912
1472,0.78169537
1473,0.9244218
1474,0.8566562
1475,0.90023583
1476,0.7807506
1477,0.82140994
1478,0.5446816
1479,0.9582456
1480,0.8057101
1481,0.7754955
1482,0.9807571
1483,0.7084148
1484,0.6389126
1485,0.7088797
1486,0.65494895
1487,0.5980912
1488,0.9747294
1489,0.97297186
1490,0.7001969
1491,0.39167672
1492,0.7933381
1493,0.8723859
1494,0.7505332
1495,0.75628597
1496,0.61054033
1497,0.62020266
1498,0.83589154
1499,0.63805586
1500,0.9724514
1501,0.99175066
1502,0.23981594
1503,0.8435537
1504,0.8311476
1505,0.70807344
1506,0.6318867
1507,0.41618824
1508,0.9835565
1509,0.5659897
1510,0.42729267
1511,0.5159041
1512,0.8355273
1513,0.4284013
1514,0.9718525
1515,0.6069844
1516,0.34002587
1517,0.38591245
1518,0.9133267
1519,0.5909061
1520,0.98236704
1521,0.65203667
1522,0.7414528
1523,0.2748325
1524,0.97227705
1525,0.5839726
1526,0.7790224
1527,0.72674966
1528,0.72134674
1529,0.49852598
1530,0.24047035
1531,0.7978161
1532,0.9603427
1533,0.9921502
1534,0.88722014
1535,0.9040295
1536,0.90342456
1537,0.40472403
1538,0.7079115
1539,0.96286845
1540,0.7981335
1541,0.6971678
1542,0.9697562
1543,0.58014333
1544,0.3676942
1545,0.74039155
1546,0.62792516
1547,0.81936324
1548,0.9255335
1549,0.7908174
1550,0.94015443
1551,0.72098255
1552,0.5167534
1553,0.7653609
1554,0.97528684
1555,0.9640181
1556,0.69123524
1557,0.707913
1558,0.35433328
1559,0.12631132
1560,0.97097105
1561,0.5216048
1562,0.30047303
1563,0.4440897
1564,0.589571
1565,0.6908589
1566,0.6185511
1567,0.19646086
1568,0.8631146
1569,0.8336073
1570,0.96997786
1571,0.8580427
1572,0.5150568
1573,0.74472165
1574,0.8598397
1575,0.37842482
1576,0.9231544
1577,0.1700821
1578,0.30833617
1579,0.77858883
1580,0.7991391
1581,0.26568082
1582,0.19199806
1583,0.8199921
1584,0.7287812
1585,0.6855138
1586,0.66298807
1587,0.32877985
1588,0.7925927
1589,0.9243349
1590,0.7258611
1591,0.72617126
1592,0.8575607
1593,0.1651387
1594,0.61234677
1595,0.31439522
1596,0.638325
1597,0.920877
1598,0.94700295
1599,0.46095458
1600,0.6704903
1601,0.1670638
1602,0.941768
1603,0.32022473
1604,0.75222725
1605,0.8374245
1606,0.78124124
1607,0.31328288
1608,0.37731156
1609,0.38218418
1610,0.7755222
1611,0.7062735
1612,0.69581145
1613,0.8031615
1614,0.54124206
1615,0.69482726
1616,0.13481921
1617,0.57721955
1618,0.65342146
1619,0.7078963
1620,0.16891009
1621,0.988856
1622,0.27899295
1623,0.57357126
1624,0.7946727
1625,0.67281836
1626,0.2460318
1627,0.75222725
1628,0.783538
1629,0.50764865
1630,0.7746341
1631,0.6709671
1632,0.75425774
1633,0.8196686
1634,0.59632885
1635,0.21665516
1636,0.8372415
1637,0.27421564
1638,0.77849054
1639,0.6915042
1640,0.8925066
1641,0.93994695
1642,0.3198963
1643,0.89967436
1644,0.74111366
1645,0.21712247
1646,0.6702158
1647,0.7713816
1648,0.49298504
1649,0.47398585
1650,0.13895093
1651,0.6780841
1652,0.93418837
1653,0.8310795
1654,0.67218816
1655,0.3750926
1656,0.13978061
1657,0.6939297
1658,0.69915944
1659,0.7269249
1660,0.4563709
1661,0.25740704
1662,0.49984282
1663,0.15873995
1664,0.71260417
1665,0.9098379
1666,0.9033676
1667,0.7161766
1668,0.13555603
1669,0.16812171
1670,0.14579393
1671,0.2958579
1672,0.3336332
